"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Cao Y.-J.; Caffo B.; Choi L.; Radebaugh C.L.; Fuchs E.J.; Hendrix C.W.","Cao, Ying-Jun (55470286400); Caffo, Brian (35069047000); Choi, Leena (16028029100); Radebaugh, Christine L. (22136265700); Fuchs, Edward J. (55487055800); Hendrix, Craig W. (57226252489)","55470286400; 35069047000; 16028029100; 22136265700; 55487055800; 57226252489","Noninvasive quantitation of drug concentration in prostate and seminal vesicles: Improvement and validation with desipramine and aspirin","2008","Journal of Clinical Pharmacology","48","2","","176","183","7","4","10.1177/0091270007310547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349090454&doi=10.1177%2f0091270007310547&partnerID=40&md5=8a18479526fc13bd5a672c7b20d64f1c","Article","Final","","Scopus","2-s2.0-38349090454"
"Wu H.; Caffo B.; Jaffee H.A.; Irizarry R.A.; Feinberg A.P.","Wu, Hao (56732087700); Caffo, Brian (35069047000); Jaffee, Harris A. (6506867324); Irizarry, Rafael A. (7003534716); Feinberg, Andrew P. (7102163646)","56732087700; 35069047000; 6506867324; 7003534716; 7102163646","Redefining CpG islands using hidden Markov models","2010","Biostatistics","11","3","","499","514","15","128","10.1093/biostatistics/kxq005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956627119&doi=10.1093%2fbiostatistics%2fkxq005&partnerID=40&md5=5d821dd79c52569246617c3d33a837a1","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-77956627119"
"Bowman F.D.; Caffo B.; Bassett S.S.; Kilts C.","Bowman, F. DuBois (55665021800); Caffo, Brian (35069047000); Bassett, Susan Spear (7007164425); Kilts, Clinton (7004384138)","55665021800; 35069047000; 7007164425; 7004384138","A Bayesian hierarchical framework for spatial modeling of fMRI data","2008","NeuroImage","39","1","","146","156","10","90","10.1016/j.neuroimage.2007.08.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148954681&doi=10.1016%2fj.neuroimage.2007.08.012&partnerID=40&md5=e2a88bc4a580b153edadcc4859e71599","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-36148954681"
"Caffo B.S.; Crainiceanu C.M.; Verduzco G.; Joel S.; Mostofsky S.H.; Bassett S.S.; Pekar J.J.","Caffo, Brian S. (35069047000); Crainiceanu, Ciprian M. (6603085071); Verduzco, Guillermo (24781537800); Joel, Suresh (36437394800); Mostofsky, Stewart H. (7003584880); Bassett, Susan Spear (7007164425); Pekar, James J. (7003771238)","35069047000; 6603085071; 24781537800; 36437394800; 7003584880; 7007164425; 7003771238","Two-stage decompositions for the analysis of functional connectivity for fMRI with application to Alzheimer's disease risk","2010","NeuroImage","51","3","","1140","1149","9","29","10.1016/j.neuroimage.2010.02.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952421111&doi=10.1016%2fj.neuroimage.2010.02.081&partnerID=40&md5=9f7be56494b955d1bb02302fa31d80f3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77952421111"
"Guilarte T.R.; Hammoud D.A.; McGlothan J.L.; Caffo B.S.; Foss C.A.; Kozikowski A.P.; Pomper M.G.","Guilarte, Tomás R. (7005536141); Hammoud, Dima A. (6603358355); McGlothan, Jennifer L. (6603436488); Caffo, Brian S. (35069047000); Foss, Catherine A. (35917042100); Kozikowski, Alan P. (7201686083); Pomper, Martin G. (35248909800)","7005536141; 6603358355; 6603436488; 35069047000; 35917042100; 7201686083; 35248909800","Dysregulation of glutamate carboxypeptidase II in psychiatric disease","2008","Schizophrenia Research","99","1-3","","324","332","8","38","10.1016/j.schres.2007.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149139643&doi=10.1016%2fj.schres.2007.11.013&partnerID=40&md5=aef97c618890ef28afabcd58442d0024","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-39149139643"
"Caffo B.S.; Booth J.G.; Davison A.C.","Caffo, Brian S. (35069047000); Booth, James G. (7201595484); Davison, A.C. (8060334300)","35069047000; 7201595484; 8060334300","Empirical supremum rejection sampling","2002","Biometrika","89","4","","745","754","9","14","10.1093/biomet/89.4.745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8644285268&doi=10.1093%2fbiomet%2f89.4.745&partnerID=40&md5=bba4b96027c3996987b380f401379643","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-8644285268"
"Caffo B.; Griswold M.","Caffo, Brian (35069047000); Griswold, Michael (7102709853)","35069047000; 7102709853","A user-friendly introduction to link-probit-normal models","2006","American Statistician","60","2","","139","145","6","11","10.1198/000313006X110203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744535742&doi=10.1198%2f000313006X110203&partnerID=40&md5=ab8f5bbbfd89b77245abf08b087245cc","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-33744535742"
"Di C.-Z.; Crainiceanu C.M.; Caffo B.S.; Punjabi N.M.","Di, Chong-Zhi (29367447300); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Punjabi, Naresh M. (7004869128)","29367447300; 6603085071; 35069047000; 7004869128","Multilevel functional principal component analysis","2009","Annals of Applied Statistics","3","1","","458","488","30","240","10.1214/08-AOAS206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960273349&doi=10.1214%2f08-AOAS206&partnerID=40&md5=6b60ba47127ee88a3eba631a8584c003","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-79960273349"
"He X.; Caffo B.S.; Frey E.C.","He, Xin (16024422300); Caffo, Brian S. (35069047000); Frey, Eric C. (7103012762)","16024422300; 35069047000; 7103012762","Toward realistic and practical ideal observer (10) estimation for the optimization of medical imaging systems","2008","IEEE Transactions on Medical Imaging","27","10","4505799","1535","1543","8","35","10.1109/TMI.2008.924641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649114842&doi=10.1109%2fTMI.2008.924641&partnerID=40&md5=a8ac2df3d7642142cabda0eded720165","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-52649114842"
"Ozturk A.; Smith S.A.; Gordon-Lipkin E.M.; Harrison D.M.; Shiee N.; Pham D.L.; Caffo B.S.; Calabresi P.A.; Reich D.S.","Ozturk, A. (7103003522); Smith, S.A. (55414050800); Gordon-Lipkin, E.M. (22955427100); Harrison, D.M. (26638746600); Shiee, N. (35189612000); Pham, D.L. (7203009692); Caffo, B.S. (35069047000); Calabresi, P.A. (35290391600); Reich, D.S. (7102312699)","7103003522; 55414050800; 22955427100; 26638746600; 35189612000; 7203009692; 35069047000; 35290391600; 7102312699","MRI of the corpus callosum in multiple sclerosis: Association with disability","2010","Multiple Sclerosis","16","2","","166","177","11","130","10.1177/1352458509353649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76449087608&doi=10.1177%2f1352458509353649&partnerID=40&md5=5089af3946b38d9319f36625dfb4b714","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-76449087608"
"Suskauer S.J.; Simmonds D.J.; Caffo B.S.; Denckla M.B.; Pekar J.J.; Mostofsky S.H.","Suskauer, Stacy J. (7801643293); Simmonds, Daniel J. (16242662500); Caffo, Brian S. (35069047000); Denckla, Martha B. (7005067530); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","7801643293; 16242662500; 35069047000; 7005067530; 7003771238; 7003584880","fMRI of intrasubject variability in ADHD: Anomalous premotor activity with prefrontal compensation","2008","Journal of the American Academy of Child and Adolescent Psychiatry","47","10","","1141","1150","9","114","10.1097/CHI.0b013e3181825b1f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249105242&doi=10.1097%2fCHI.0b013e3181825b1f&partnerID=40&md5=e4cb85a97f7502763712b906da3d668d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-55249105242"
"Cao Y.J.; Ndovi T.T.; Parsons T.L.; Guidos A.M.; Caffo B.; Hendrix C.W.","Cao, Y.J. (55470286400); Ndovi, T.T. (14056620800); Parsons, T.L. (36763374500); Guidos, A.M. (6507450693); Caffo, B. (35069047000); Hendrix, C.W. (57226252489)","55470286400; 14056620800; 36763374500; 6507450693; 35069047000; 57226252489","Effect of semen sampling frequency on seminal antiretroviral drug concentration","2008","Clinical Pharmacology and Therapeutics","83","6","","848","856","8","9","10.1038/sj.clpt.6100356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949096595&doi=10.1038%2fsj.clpt.6100356&partnerID=40&md5=825d2bddfeb3ad28f432992d7111aa3c","Article","Final","","Scopus","2-s2.0-43949096595"
"Choi L.; Caffo B.; Rohde C.; Ndovi T.T.; Hendrix C.W.","Choi, Leena (16028029100); Caffo, Brian (35069047000); Rohde, Charles (7005373792); Ndovi, Themba T. (14056620800); Hendrix, Craig W. (57226252489)","16028029100; 35069047000; 7005373792; 14056620800; 57226252489","A mechanisfic latent variable model for estimating drug concentrations in the male genital tract: A case study in drug kinetics","2008","Statistics in Medicine","27","14","","2697","2714","17","0","10.1002/sim.3097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249093347&doi=10.1002%2fsim.3097&partnerID=40&md5=6e6b4905e6e2c971b761b477b16aba44","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-47249093347"
"Scharfstein D.O.; Ryea J.L.; Caffo B.","Scharfstein, Daniel O. (7003408303); Ryea, Jennifer L. (23767584500); Caffo, Brian (35069047000)","7003408303; 23767584500; 35069047000","Accounting for within-patient correlation in assessing relative sensitivity of an adjunctive diagnostic test: Application to lung cancer","2008","Statistics in Medicine","27","12","","2110","2126","16","0","10.1002/sim.3085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649084369&doi=10.1002%2fsim.3085&partnerID=40&md5=c099aa78276e0f001406cbfe3fba3c3b","Article","Final","","Scopus","2-s2.0-44649084369"
"Agresti A.; Booth J.G.; Hobert J.P.; Caffo B.","Agresti, Alan (7005298557); Booth, James G. (7201595484); Hobert, James P. (6604005735); Caffo, Brian (35069047000)","7005298557; 7201595484; 6604005735; 35069047000","Random-effects modeling of categorical response data","2000","Sociological Methodology","30","1","","27","80","53","126","10.1111/0081-1750.t01-1-00075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034552617&doi=10.1111%2f0081-1750.t01-1-00075&partnerID=40&md5=fd0813205cbc2a0ef506a3abde31daeb","Article","Final","","Scopus","2-s2.0-0034552617"
"Punjabi N.M.; Caffo B.S.; Goodwin J.L.; Gottlieb D.J.; Newman A.B.; O'Connor G.T.; Rapoport D.M.; Redline S.; Resnick H.E.; Robbins J.A.; Shahar E.; Unruh M.L.; Samet J.M.","Punjabi, Naresh M. (7004869128); Caffo, Brian S. (35069047000); Goodwin, James L. (7402339518); Gottlieb, Daniel J. (57205909881); Newman, Anne B. (56962723400); O'Connor, George T. (7201936463); Rapoport, David M. (7005353200); Redline, Susan (7102381732); Resnick, Helaine E. (7005405121); Robbins, John A. (55889922000); Shahar, Eyal (7102027459); Unruh, Mark L. (6701326372); Samet, Jonathan M. (35396805300)","7004869128; 35069047000; 7402339518; 57205909881; 56962723400; 7201936463; 7005353200; 7102381732; 7005405121; 55889922000; 7102027459; 6701326372; 35396805300","Sleep-disordered breathing and mortality: A prospective cohort study","2009","PLoS Medicine","6","8","1000132","","","","1067","10.1371/journal.pmed.1000132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69349094143&doi=10.1371%2fjournal.pmed.1000132&partnerID=40&md5=35ea92aab938743cf61191329bb6d463","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-69349094143"
"Caffo B.S.; Crainiceanu C.M.; Deng L.; Hendrix C.W.","Caffo, Brian S. (35069047000); Crainiceanu, Ciprian M. (6603085071); Deng, Lijuan (36650290400); Hendrix, Craig W. (57226252489)","35069047000; 6603085071; 36650290400; 57226252489","A case study in pharmacologic colon imaging using principal curves in single-photon emission computed tomography","2008","Journal of the American Statistical Association","103","484","","1470","1480","10","15","10.1198/016214508000000832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649611500&doi=10.1198%2f016214508000000832&partnerID=40&md5=be89dbabca4759f633fffad92e23573d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-78649611500"
"Caffo B.S.; Liu D.; Scharpf R.B.; Parmigiani G.","Caffo, Brian S. (35069047000); Liu, Dongmei (57221105165); Scharpf, Robert B. (6603112980); Parmigiani, Giovanni (7003983915)","35069047000; 57221105165; 6603112980; 7003983915","Likelihood Estimation of Conjugacy Relationships in Linear Models with Applications to High-Throughput Genomics","2009","International Journal of Biostatistics","5","1","18","","","","0","10.2202/1557-4679.1129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149160244&doi=10.2202%2f1557-4679.1129&partnerID=40&md5=d06fa9d034e327570d5502bc12f4085a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-68149160244"
"O'Connor G.T.; Caffo B.S.","O'Connor, George T. (7201936463); Caffo, Brian S. (35069047000)","7201936463; 35069047000","From the authors","2009","American Journal of Respiratory and Critical Care Medicine","180","6","","582","","","0","10.1164/ajrccm.180.6.582a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949095936&doi=10.1164%2fajrccm.180.6.582a&partnerID=40&md5=a399ebf0edfa15487950cf5a726357cf","Letter","Final","","Scopus","2-s2.0-69949095936"
"Choi L.; Caffo B.; Rohde C.","Choi, Leena (16028029100); Caffo, Brian (35069047000); Rohde, Charles (7005373792)","16028029100; 35069047000; 7005373792","Optimal sampling times in bioequivalence studies using a simulated annealing algorithm","2007","Statistics and Computing","17","4","","337","347","10","4","10.1007/s11222-007-9023-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548595336&doi=10.1007%2fs11222-007-9023-1&partnerID=40&md5=f72b576660f130c53422988aeb421f58","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-34548595336"
"Crainiceanu C.M.; Caffo B.S.; Di C.-Z.; Punjabi N.M.","Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Di, Chong-Zhi (29367447300); Punjabi, Naresh M. (7004869128)","6603085071; 35069047000; 29367447300; 7004869128","Nonparametric signal extraction and measurement error in the analysis of electroencephalographic activity during sleep","2009","Journal of the American Statistical Association","104","486","","541","555","14","22","10.1198/jasa.2009.0020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549083748&doi=10.1198%2fjasa.2009.0020&partnerID=40&md5=0028e73e8aa43d659a65ca5e594bd2b2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-66549083748"
"Agresti A.; Caffo B.; Ohman-Strickland P.","Agresti, Alan (7005298557); Caffo, Brian (35069047000); Ohman-Strickland, Pamela (6507816008)","7005298557; 35069047000; 6507816008","Examples in which misspecification of a random effects distribution reduces efficiency, and possible remedies","2004","Computational Statistics and Data Analysis","47","3","","639","653","14","123","10.1016/j.csda.2003.12.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4944247358&doi=10.1016%2fj.csda.2003.12.009&partnerID=40&md5=cb3a525a42e5f52aedadbe184b005e4d","Article","Final","","Scopus","2-s2.0-4944247358"
"Greven S.; Crainiceanu C.; Caffo B.; Reich D.","Greven, Sonja (23097744100); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000); Reich, Daniel (7102312699)","23097744100; 6603085071; 35069047000; 7102312699","Longitudinal functional principal component analysis","2010","Electronic Journal of Statistics","4","","","1022","1054","32","119","10.1214/10-EJS575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953051021&doi=10.1214%2f10-EJS575&partnerID=40&md5=19ce397a29dd71c197f7ae2113f5f5fa","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79953051021"
"Ndovi T.T.; Parsons T.; Choi L.; Caffo B.; Rohde C.; Hendrix C.W.","Ndovi, Themba T. (14056620800); Parsons, Teresa (36763374500); Choi, Leena (16028029100); Caffo, Brian (35069047000); Rohde, Charles (7005373792); Hendrix, Craig W. (57226252489)","14056620800; 36763374500; 16028029100; 35069047000; 7005373792; 57226252489","A new method to estimate quantitatively seminal vesicle and prostate gland contributions to ejaculate","2007","British Journal of Clinical Pharmacology","63","4","","404","420","16","23","10.1111/j.1365-2125.2006.02791.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947212427&doi=10.1111%2fj.1365-2125.2006.02791.x&partnerID=40&md5=86e972ae8f15ffebf0899ac5d53853fe","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-33947212427"
"Ndovi T.T.; Choi L.; Caffo B.; Parsons T.; Baker S.; Zhao M.; Rohde C.; Hendrix C.W.","Ndovi, Themba T. (14056620800); Choi, Leena (16028029100); Caffo, Brian (35069047000); Parsons, Teresa (36763374500); Baker, Sharon (57198922207); Zhao, Ming (55477843100); Rohde, Charles (7005373792); Hendrix, Craig W. (57226252489)","14056620800; 16028029100; 35069047000; 36763374500; 57198922207; 55477843100; 7005373792; 57226252489","Quantitative assessment of seminal vesicle and prostate drug concentrations by use of a noninvasive method","2006","Clinical Pharmacology and Therapeutics","80","2","","146","158","12","22","10.1016/j.clpt.2006.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746689127&doi=10.1016%2fj.clpt.2006.04.013&partnerID=40&md5=cc5a6d6dc773648d8d171ca9604c412a","Article","Final","","Scopus","2-s2.0-33746689127"
"Chen S.; Wang C.; Eberly L.E.; Caffo B.S.; Schwartz B.S.","Chen, Sining (8395702400); Wang, Chi (55862043100); Eberly, Lynn E. (6603941540); Caffo, Brian S. (35069047000); Schwartz, Brian S. (55663268300)","8395702400; 55862043100; 6603941540; 35069047000; 55663268300","Adaptive control of the false discovery rate in voxel-based morphometry","2009","Human Brain Mapping","30","7","","2304","2311","7","14","10.1002/hbm.20669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649667010&doi=10.1002%2fhbm.20669&partnerID=40&md5=ed5c729ca4296b23a5fee492ee96b029","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-67649667010"
